"Timestamp","Nombre del codificador","Fecha de captura","1. Nombre del medio","2. Fecha de publicación","3. Autor(a)","4. Lugar de la edición","5. Título de la nota","6. Recursos técnicos","7. Género periodístico","8. Valoración general de la nota","8.1 Transcribe el sustento para la valoración general (positiva o negativa) de la nota. En caso de que sea neutral, escribe N/A. ","9. ¿Hay símbolos políticos presentes en la nota periodística (texto y/o imagen)? ","9.1 ¿Cuáles?","10. ¿Se habla de algún colectivo en la nota?","10.1 ¿Cuál colectivo se menciona en la nota? ","11. ¿La nota tiene alguno de los siguientes elementos? ","Transcribe lo que sustenta la respuesta anterior","12. ¿La nota reporta un conflicto dentro de la marcha? ","12.1 ¿Quién es el actor involucrado en el que se enfoca la pieza? ","13. ¿La nota reporta un conflicto fuera de la marcha? ","13.1 ¿Quién es el actor involucrado en el que se enfoca la pieza? ","14. ¿La nota recupera el contenido de los carteles? ","14.1 Transcribe el contenido de los carteles que recupera la pieza. ","¿La nota recupera el contenido de las pintas? ","Transcribe el contenido de los pintas que recupera la pieza. ","¿La nota recupera el contenido de consignas? ","Transcribe las consignas que recupera la pieza. ","¿Tiene foto de un cartel/ pinta? ","Haz una descripción breve de la fotografía. "
"2025/04/01 9:40:40 AM CST","Raquel Johannsen","2025-04-01","Milenio Jalisco","2025-03-08","Josefina Ruiz","Local","Esperan hasta 70 mil asistentes en marcha 8M en Guadalajara","Fotografía","Nota informativa","Neutral","N/A","Sí","Colores","Sí","YoVoy8M;Tapatías discas;Familias de personas desaparecidas y víctimas de feminicidio","No contiene","","No","","No","","No","","No","","Sí","“Desde la rabia, lucha y esperanza”","Sí","Foto panorámica que enfoca carteles que leen: ""Si un no regreso, abracen a mi mamá"" ""Nadie debería sentir miedo de ser quien es"""
"2025/04/01 9:46:06 AM CST","Raquel Johannsen","2025-04-01","Milenio Jalisco","2025-03-06","Fátima Briceño","Local","Red Yo Voy 8M se deslinda de la intervención en la Minerva y exige respeto a sus demandas","Fotografía","Nota informativa","Neutral","N/A","Sí","Fotos/ imágenes / nombres de actores políticos","Sí","Frente Feminista de Jalisco;YoVoy8M","Hashtag;Imagen de posteos a X, Instagram, Facebook","Transcripción del post: Desde la Red YoVoy8M aclaramos que NO solicitamos ninguna de las intervenciones en la escultura de la Minerva realizadas el día de hoy, 05 de marzo de 2025, por elementos del Gobierno de Jalisco. Nos deslindamos de los actos de incongruencia que el gobierno del estado ha realizado a partir de esta intervención, así como del caso omiso que han hecho a los comunicados realizados a distintas dependencias estatales y municipales desde el 28 de febrero, en los que se ha solicitado no suspender el servicio de elevadores de las tres líneas del tren ligero, permitir el tránsito de unidades de transporte con rampas para personas con movilidad diversa, así como no enviar elementos policiales a la marcha. La desaparición de miles de personas, las denuncias sin proceder y los actos de violencia estructural son hechos que no han podido solventar y ningún pañuelo violeta sustituye las negligencias y las omisiones de su parte.  Les recordamos que somos una organización autónoma, y pedimos que se respeten y atiendan nuestras solicitudes así como nuestros derechos. Desde la rabia, luchamos y sostenemos la esperanza. Siteur Jalisco Secretaría de Transporte Jalisco Pablo Lemus Navarro Verónica Delgadillo Juan José Frangie Fiscalía del Estado de Jalisco Secretaría de Seguridad Jalisco #8M2025GDL #YoVoy8deMarzo #8M2025","No","","Sí","Actor social","No","","No","","No","","No",""
"2025/04/01 9:51:35 AM CST","Raquel Johannsen","2025-04-01","Milenio Jalisco","2025-03-10","Gloria Reza","Local","Reprueba Arzobispado de Guadalajara vandalismo contra la Catedral","Fotografía","Nota informativa","Negativa","""La catedral de Guadalajara fue rayada durante las marchas del 8M""
""El Arzobispado de Guadalajara reprobó los actos de vandalismo que se cometieron contra la catedral durante la marcha del Día de la Mujer, que se realizó el pasado 8 de marzo""
""El Arzobispado pide poner un alto a este tipo de actos vandálicos, y que se aplique la ley que corresponde ,pues ese tipo de expresiones van más allá de un derecho de manifestación pública.""

","Sí","Fotos/ imágenes / nombres de actores políticos","No","","No contiene","","No","","Sí","Actor religioso","No","","No","
","No","","Sí","Fotografía de la fachada delantera de la catedral, se señalan las pintas realizadas a la misma."
"2025/04/01 10:11:42 AM CST","Raquel Johannsen","2025-04-01","Milenio Jalisco","2025-03-04","Pablo Núñez","Local","Descartan vallas en edificios del Centro de Guadalajara durante 8M","Fotografía","Nota informativa","Neutral","N/A","Sí","Fotos/ imágenes / nombres de actores políticos;Colores","Sí","Frente Feminista de Jalisco;YoVoy8M","No contiene","","No","","No","","No","","No","","No","","Sí","Foto panorámica que enfoca carteles que leen: ""Si un no regreso, abracen a mi mamá"" ""Nadie debería sentir miedo de ser quien es"""
"2025/04/01 1:10:09 PM CST","Raquel Johannsen","2025-04-01","El Informador","2025-03-08","Yahaira Chagollan","Local"," VIVO: Todos los detalles de las marchas del 8M","Fotografía","Nota informativa","Neutral","N/A","Sí","Banderas;Colores;Logos de colectivos","Sí","Frente Feminista de Jalisco;YoVoy8M;Familias de personas desaparecidas y víctimas de feminicidio;Con Ovarios","No contiene","","No","","No","","No","","Sí","La rabia y la exigencia de justicia se plasman en los grafitis, un recordatorio del hartazgo ante la violencia de género y la impunidad que sigue cobrando vidas. ","Sí","[...] convocada por el Frente Feminista de Jalisco, bajo el lema “En las guerras patriarcales ser mujer es resistencia”; se trata de una protesta separatista donde solo se admiten a mujeres de nacimiento.

Esta marcha pacífica, convocada por la comunidad “YoVoy8M”, recorrerá cerca de 5 kilómetros de distancia bajo el lema “Desde la Rabia, Lucha y Esperanza”. ","Sí","Fotografía aérea de Plaza de la Liberación donde se aprecia como las mujeres abren un círculo para la lectura del manifiesto, destaca una bandera de Palestina extendida.
Foto aérea donde se encuadra la Minerva y las mujeres a la espera del inicio de la marcha. Fotografía de la lona del colectivo Red YoVoy8M "
"2025/04/01 1:28:14 PM CST","Raquel Johannsen","2025-04-01","El Informador","2025-03-08","Marck Hernández","Local","Así se vivió el 8M en Guadalajara este 2025","Fotografía","Nota informativa","Positiva","En México, durante el año 2024, hubo un total de 839 feminicidios según el Gobierno Federal y hay más de 28 mil mujeres desaparecidas de acuerdo con el Registro Nacional de Personas Desaparecidas.","Sí","Colores;Logo de partidos;Fichas de desaparecidos","Sí","Familias de personas desaparecidas y víctimas de feminicidio","No contiene","","No","","No","","No","","No","","Sí","Miles de tapatías protestaron como parte de la marcha en conmemoración del 8M Día Internacional de la Mujer. La principal consigna: que frene la violencia contra las mujeres.

En todo el contingente se gritaron distintas consignas: ""todos somos Isis"", ""no somos una, no somos tres, pi@$# gobierno cuéntanos bien"", ""hija escucha, tu madre está en la lucha"", ""mujer escucha, esta es tu lucha"", ""vivas se las llevaron, vivas las queremos"", ""no es desfile, es protesta"", entre otras.","Sí","¿Existo porque resisto, o porque aún no me toca?
Por todas las que nos arrebataron
Grito por lo pasado, marcho por el futuro
Nada es más fuerte que una maestra enseñando a sus alumnas a luchar
¿Te cansas de oírlo? Nosotras de vivirlo
A mi nadie me cortará mis alas
Dos mujeres vestidas con trajes de la novela ""The Handmaid's Tale"" sostienen un cartel que lee: Basta una crisis económica o religiosa para que los derechos de las mujeres vuelvan a ser cuestionados
Mujeres teníamos que ser
Si mañana soy yo, no olvides mi nombre
Un abrazo fuerte que te rompa los miedos
Si los abusos fueran fuego México estaría en llamas
Fotos aéreas de la marcha en diferentes momentos y espacios: la Minerva, Av. Vallarta, frente a la Catedral y en Plaza de la Liberación
"
"2025/04/01 1:29:55 PM CST","Raquel Johannsen","2025-04-01","El Informador","2025-03-06","Alexia Desiree Lepe Lucas","Local","Marcha 8M en Guadalajara: Este será el clima durante las manifestaciones","No contiene","Nota informativa","Neutral","N/A","No","","No","","No contiene","","No","","No","","No","","No","","No","","No",""
"2025/04/01 1:32:47 PM CST","Raquel Johannsen","2025-04-01","El Informador","2025-03-09","El Informador","Local","Libres y vivas, el clamor de las mujeres","Fotografía","Nota informativa","Neutral","N/A","No","","No","","No contiene","","No","","No","","No","","No","","Sí","Corearon y gritaron múltiples consignas: “Hija, escucha: tu madre está en la lucha”. “Vivas se las llevaron, vivas las queremos”. “No es desfile, es protesta”.
Otras gritaron para recordar a las víctimas de feminicidios o que hoy están desaparecidas, pero el objetivo fue unísono: que ya no haya miedo, que estén libres y sobre todo, vivas.","No",""
"2025/04/01 1:35:01 PM CST","Raquel Johannsen","2025-04-01","El Informador","2025-03-02","Rubí Bobadilla","Local","oma nota: Estas son las marchas que habrá en Guadalajara por el 8M","Fotografía;Gráfica","Nota informativa","Neutral","N/A","No","","Sí","Frente Feminista de Jalisco;YoVoy8M","No contiene","","No","","No","","No","","No","","No","","No",""
"2025/04/01 1:39:46 PM CST","Raquel Johannsen","2025-04-01","El Informador","2025-03-08","Carolina Martínez","Local","8M toma las calles: Exigencia, memoria y resistencia en Jalisco","Fotografía","Nota informativa","Positiva","La marcha del 8M avanza por las calles de Guadalajara con un mensaje claro: justicia, respeto y visibilización de la lucha de las mujeres. Aunque la movilización ha sido pacífica, el descontento se refleja en las consignas y las pintas que cubren algunas paredes y calles","Sí","Colores","No","","No contiene","","No","","No","","No","","Sí","La rabia y la exigencia de justicia se plasman en los grafitis, un recordatorio del hartazgo ante la violencia de género y la impunidad que sigue cobrando vidas.
Aunque la movilización ha sido pacífica, el descontento se refleja en las consignas y las pintas que cubren algunas paredes y calles.  ","Sí","Las voces resuenan con fuerza: ""¡Esas feministas sí me representan!"", gritan las manifestantes mientras levantan sus pancartas.","Sí","Foto aérea de la marcha sobre Av. Vallarta, pueden apreciarse los colores verde y morado.
Foto de cartel de Honda con pintas que leen: ""ACAB"" (All cops are bastards) y ""RADFEM"""
"2025/04/01 1:43:28 PM CST","Raquel Johannsen","2025-04-01","El Informador","2025-03-07","SUN","Nacional","¿Qué hacer si no puedes asistir a la marcha del 8M?","Fotografía","Nota informativa","Positiva","Miles de mujeres mexicanas saldrán a protestar a las calles, uniéndose en una misma voz para pronunciarse en contra del sistema opresor y la violencia","Sí","Colores","No","","Hashtag","#Día de la Mujer #feminismo #8M #marcha 8M","No","","No","","No","","No","","No","","No",""
"2025/04/01 1:45:45 PM CST","Raquel Johannsen","2025-04-01","El Informador","2025-03-05","Nancy Andrade Jáuregui","Local","Consejos de seguridad que debes tomar en cuenta para la marcha del 8M en GDL","Fotografía;Gráfica","Nota informativa","Positiva","El próximo sábado 8 de marzo se conmemora el Día Internacional de la Mujer, una fecha para reflexionar sobre la lucha de las mujeres por la igualdad, el reconocimiento y el ejercicio efectivo de sus derechos.","Sí","Colores;Logos de colectivos","Sí","YoVoy8M","No contiene","","No","","No","","No","","No","","No","","Sí","No nací mujer para morir por serlo
Se me acabó el miedo, lo usé todo"
"2025/04/01 1:48:27 PM CST","Raquel Johannsen","2025-04-01","El Informador","2025-03-07","Jaime Barrera","Local","Otra vez, víspera violenta al #8M","No contiene","De opinión y/o análisis","Neutral","N/A","No","","No","","No contiene","","No","","No","","No","","No","","No","","No",""
"2025/04/01 1:52:16 PM CST","Raquel Johannsen","2025-04-01","El Informador","2025-03-08","Carolina Martínez","Local","Astrid y su hijo no se olvidan; la marcha del 8M exige justicia","Fotografía","Nota informativa","Positiva","Desde la Glorieta la Minerva se respira dolor, rabia, resistencia, pero más que nada, unión y hermandad","Sí","Colores","No","","No contiene","","No","","No","","No","","No","","Sí","Mientras el contingente avanza, el eco de un solo mensaje resuena en las calles “¡Vivas nos queremos!, ¡No es desfile, es protesta!"".","Sí","Fotografía de la marcha donde destaca el color morado en la vestimenta de las presentes.
Dos mujeres que marchan por el feminicido de Astrid y su hijo de 16 años, portando pañuelos de color morado en el cuello y vestimenta del mismo color."
"2025/04/01 2:25:55 PM CST","Raquel Johannsen","2025-04-01","Mural","2024-03-07","Mariana Quintero","Local","Así será la ruta de la marcha 8M en Guadalajara","Gráfica","Nota informativa","Neutral","N/A","No","","Sí","Frente Feminista de Jalisco;YoVoy8M;Tapatías discas;Familias de personas desaparecidas y víctimas de feminicidio;Contingente carriola;Mixto;Contingente general de mujeres y disidencias","No contiene","","No","","No","","No","","No","","No","","No",""
"2025/04/01 2:37:47 PM CST","Raquel Johannsen","2025-04-01","Mural","2025-03-08","Grupo REFORMA","Local","El #8M en Guadalajara a través de imágenes","Fotografía","Nota informativa","Neutral","N/A","Sí","Banderas;Colores;Logos de colectivos;Fichas de desaparecidos","No","","No contiene","","No","","No","","No","","No","","No","","Sí","Fotografía de madres con infancias, portan cartel que lee: ""siembra rebeldía, cosecha libertad""
""Marcho para que mis nietas tengan un lugar seguro donde vivir""
Fotografía del contingente de personas desaparecidas y víctimas de feminicidio, portan carteles con fichas de búsqueda.
Fotografía donde se aprecia la lona principal con el emblema ""Desde la rabia, lucha y esperanza""
Fotografía de un momento en el que una mujer del bloque negro alza el puño en señal de silencio.
Fotografía en el que mujeres del bloque negro incendian una red.
""Ni fría ni tibia, soy fuego""
Fotografía a una mujer con un cartel que lee: ""te quedó grande la lucha inútil"" con una fotografía de Paquita la del Barrio. Detrás se aprecia la catedral, en uno de los postes cuelga una bandera de México con manos rojas pintadas.
Fotografía de una mujer con alas de mariposa moradas, posicionada por encima del resto, las mujeres en el fondo le miran.
Mujer con una mano pintada sobre la boca y el puño en alto corea consignas.
Mujeres se abrazan mientras una de ellas llora.
Mujer con las palabras que lleva su cartel escritas sobre el cuerpo: ""soy madre, soy hija, soy hermana, soy nieta, soy tía, soy sobrina, soy prima, soy abuela, soy artista, soy mujer soy persona. NO soy una carpeta de investigación""
Fotografía de una mujer tomando una foto al Sirloin Stockade, donde los cristales están rotos. Las trabajadoras sonríen y saludan desde adentro"".
Fotografía aérea de la concentración antes de Plaza de la Liberación
Fotografía de la concentración frente a la Catedral, destaca una bandera de Palestina"
"2025/04/01 4:07:28 PM CST","Raquel Johannsen","2025-04-01","Mural","2025-03-07","Martín Aquino","Local","Respaldará Congreso local movilización por 8M","Fotografía","Entrevista","Neutral","N/A","Sí","Fotos/ imágenes / nombres de actores políticos","No","","No contiene","","No","","No","","No","","No","","No","","No",""
"2025/04/01 4:12:20 PM CST","Raquel Johannsen","2025-04-01","Mural","2025-03-08","Mariana Quintero","Local","Salen miles a marchar por el #8M en Guadalajara","Fotografía","Nota informativa","Positiva","Nuevamente las mujeres tomaron las calles de Guadalajara para exigir justicia.","Sí","Colores;Fichas de desaparecidos","Sí","YoVoy8M;Batukada","No contiene","","No","","No","","No","","No","","Sí","Durante el paso del continente, las consignas para exigir el cese de la violencia hacia las mujeres fueron la constante: ¡Señor, señora, no sea indiferente, se mata a las mujeres en la cara de la gente!"", ""¡Vivas se las llevaron, vivas las queremos!"", ""¡Ni una más, ni una asesinada más!"", gritaban.

Mientras el posicionamiento era leído otro grupo de mujeres de agrupó en círculo: muchas narraron sus experiencias de abuso, de acoso y de violencia; y tras sus testimonios retumbaba fuerte el ""¡No estás sola!"" y ""¡Yo sí te creo!"", de las que escuchaban.","Sí","Fotografía al contingente de familiares de personas desaparecidas y víctimas de feminicidio, resaltan las fichas de búsqueda que cargan las familias.
Fotografía de una mujer con alas de mariposa moradas, posicionada por encima del resto, las mujeres en el fondo le miran
""Si no hay justicia para ellas, no hay paz para el gobierno""
Fotografía de las mujeres concentrándose antes de la Plaza de la Liberación"
"2025/04/01 5:29:55 PM CST","Raquel Johannsen","2025-04-01","Mural","2025-03-10","Grupo REFORMA","Local","Cardenal reprueba vandalismo en el 8M","Fotografía","Nota informativa","Negativa","Catedral vandalizada durante protestas del 8M","Sí","Fotos/ imágenes / nombres de actores políticos","No","","No contiene","","No","","Sí","Actor religioso","No","","No","","No","","Sí","Fotografía de una pared de la Catedral que tiene una pinta que lee: ""La Iglesia también encubre violadores""."
"2025/04/01 5:37:14 PM CST","Raquel Johannsen","2025-04-01","Mural","2025-03-08","Grupo REFORMA","Local","Marcha separatista exige justicia para víctimas de violencia","Video","Reportaje o crónica","Positiva","8M GDL: Mujeres alzan la voz contra violencia y feminicidios","Sí","Colores;Fichas de desaparecidos","Sí","Frente Feminista de Jalisco;Bloque negro","No contiene","","No","","No","","No","","Sí","El bloque negro, que se encarga de practicar la iconoclasia.","Sí","""Vivas se las llevaron, vivas las queremos""
""El patriarcado no se va a caer, lo vamos a tirar""
""La UdeG encubre abusadores""
""Por las que estuvieron, por las que no y por las que vienen. Alerta al que camina, la lucha feminista por Ámerica Latina""","No",""
"2025/04/01 5:40:36 PM CST","Raquel Johannsen","2025-04-01","El Informador","2025-03-07","El Informador","Nacional","Así puedes diseñar tu cartel si asistes a la marcha el 8M","Fotografía","Nota informativa","Positiva","Diseñar un cartel para la marcha del 8M, debe ser una tarea que comunique claramente el mensaje de empoderamiento, igualdad y lucha contra la violencia de género","No","","No","","No contiene","","No","","No","","No","","No","","No","","Sí","Foto de un cartel que lee: ""no fue mi ropa, no fue mi culpa"""
"2025/04/01 5:48:12 PM CST","Raquel Johannsen","2025-04-01","Mural","2025-03-09","Mariana Quintero","Local","Luchan desde la rabia por el #8M","Fotografía;Video","Reportaje o crónica","Neutral","N/A","Sí","Banderas;Colores;Logos de colectivos;Fichas de desaparecidos","Sí","Frente Feminista de Jalisco;YoVoy8M;Tapatías discas;Batukada","No contiene","","Sí","Observadores","No","","No","","No","","Sí","
""¡Señor, señora, no sea indiferente, se mata a las mujeres en la cara de la gente!"", ""¡Vivas se las llevaron, vivas las queremos!"", ""¡Ni una más, ni una asesinada más!"", eran los gritos que pronunciaban miles.","Sí","Fotografía de un momento en el que una mujer del bloque negro alza el puño en señal de silencio."
"2025/04/01 6:23:30 PM CST","Diego Aguirre","2025-04-01","El Informador","2025-03-08","Carolina Martínez","Local","Trabajadoras alzan la voz y apoyan la marcha del 8M","Fotografía","Nota informativa","Positiva","La nota habla de manera favorable sobre las mujeres que trabajan en tiendas cercanas a la marcha.","Sí","Banderas;Colores","No","","No contiene","","No","Manifestantes","No","","Sí","Día Internacional de las Mujeres","No","","Sí","¡Mujeres que trabajan también están luchando!","No",""
"2025/04/01 6:34:46 PM CST","Diego Aguirre","2025-04-01","El Informador","2025-03-09","El Informador","Local","“Mis ancestras callaron; yo quiero que la violencia pare""","Fotografía","Nota informativa","Positiva","La nota habla de manera favorable de las mujeres protagonistas y del movimiento.","Sí","Colores","No","","No contiene","","No","","No","","Sí","8M Las Niñas","No","","No","""Las niñas marchando también están luchando""","No",""
"2025/04/01 6:39:39 PM CST","Diego Aguirre","2025-04-01","El Informador","2025-04-08","Mark Hernández","Local","Comienza concentración en La Minerva","Fotografía","Nota informativa","Neutral","N/A","Sí","Colores;Fichas de desaparecidos","No","","No contiene","","No","","No","","Sí","Desde la rabia, lucha y esperanza","No","","No","","No",""
"2025/04/01 6:48:25 PM CST","Diego Aguirre","2025-04-01","El Informador","2025-02-25","Nancy Andrade Jáuregui","Local","Esta será la ruta de la marcha del 8M en Guadalajara ","Fotografía;Infografía","Nota informativa","Neutral","N/A","Sí","Banderas;Colores;Fichas de desaparecidos","No","","Imagen de posteos a X, Instagram, Facebook","Post de Facebook de la organización de la marcha","No","","No","","Sí","#Justiciaparasibia","No","","No","","Sí","Desde la rabia, lucha y esperanza
"
"2025/04/01 6:56:42 PM CST","Diego Aguirre","2025-04-01","El Informador","2025-03-08","Rubí Bobadilla","Local","Marchan en Guadalajara contra los feminicidios, los abusos y la violencia vicaria","Fotografía","Reportaje o crónica","Neutral","N/A
","Sí","Colores;Logos de colectivos;Fichas de desaparecidos","Sí","colectivo de familiares y amistades de Astrid Cruz,","No contiene","","No","","No","","Sí","Colectivas unidas por fer y astrid ","Sí","Ni una más","Sí","""No es desfile, es protesta"", ""Vivas se las llevaron, vivas las queremos"" y ""Ni una más, ni una más. Ni una asesinada más""","Sí","Ni una más"
"2025/04/02 1:46:21 PM CST","Diego Aguirre","2025-04-02","El Informador","2025-03-08","Rubí Bobadilla","Local","Frente radical feminista sale de la Glorieta de los Niños Héroes","Fotografía","Nota informativa","Neutral"," N/A","Sí","Banderas;Colores","No","","No contiene","","No","","No","","No","Ser mujer","No","","Sí","""Ni una más, ni una más. Ni una asesinada más"" y ""Vivas se las llevaron, vivas las queremos"".  ""En las guerras patriarcales, ser mujer es resistencia"".

","No",""
